Object_Name,X,Y,Z,Volume
Cube,5.385240783088236,19.836653324014748,6.341740955388112,125.0
Cube,7.475888708545881,11.954702029990786,6.1655768769566635,125.0
Cube,28.488391897955065,23.866513102866936,6.175789742599071,125.0
Cube,21.39613583571621,14.433819785978633,11.568451150578012,125.0
Cube,8.925034744314202,14.174310147389175,24.09575373352619,3375.0
Sphere,30.447816172231697,9.605111256799677,28.689589287043162,113.09733552923254
Sphere,11.036563057715258,18.465022988066075,8.2105644135941,113.09733552923254
Sphere,25.049102961414924,18.425122350553437,23.422392125840513,2144.660584850632
Pyramid,3.6459240829411295,24.15550002437776,16.602635509475583,53.33333333333333
Pyramid,14.241539242719353,12.964785166899052,9.072006995687428,83.33333333333331
Pyramid,9.61795641718389,24.178336108146304,22.563187726339056,83.33333333333331
